"area_name","area_code","date","new_cases","total_cases"
"Croydon","E09000008",2020-04-05,35,786
"Ealing","E09000009",2020-04-05,14,559
"Enfield","E09000010",2020-04-05,14,405
"Greenwich","E09000011",2020-04-05,26,378
"Hackney and City of London","E09000012",2020-04-05,22,411
"Hammersmith and Fulham","E09000013",2020-04-05,10,307
"Haringey","E09000014",2020-04-05,9,344
"Harrow","E09000015",2020-04-05,26,519
"Havering","E09000016",2020-04-05,23,324
"Hillingdon","E09000017",2020-04-05,16,391
"Hounslow","E09000018",2020-04-05,19,383
"Islington","E09000019",2020-04-05,5,289
"Kensington and Chelsea","E09000020",2020-04-05,6,300
"Kingston upon Thames","E09000021",2020-04-05,9,216
"Lambeth","E09000022",2020-04-05,18,732
"Lewisham","E09000023",2020-04-05,32,567
"Merton","E09000024",2020-04-05,17,389
"Newham","E09000025",2020-04-05,26,575
"Redbridge","E09000026",2020-04-05,23,369
"Richmond upon Thames","E09000027",2020-04-05,7,231
"Southwark","E09000028",2020-04-05,26,772
"Sutton","E09000029",2020-04-05,10,314
"Tower Hamlets","E09000030",2020-04-05,19,394
"Waltham Forest","E09000031",2020-04-05,27,429
"Wandsworth","E09000032",2020-04-05,18,614
"Westminster","E09000033",2020-04-05,17,436
"Barking and Dagenham","E09000002",2020-04-06,13,278
"Barnet","E09000003",2020-04-06,38,810
"Bexley","E09000004",2020-04-06,24,363
"Brent","E09000005",2020-04-06,37,877
"Bromley","E09000006",2020-04-06,40,637
"Camden","E09000007",2020-04-06,17,366
"Croydon","E09000008",2020-04-06,42,828
"Ealing","E09000009",2020-04-06,30,589
"Enfield","E09000010",2020-04-06,34,439
"Greenwich","E09000011",2020-04-06,37,415
"Hackney and City of London","E09000012",2020-04-06,25,436
"Hammersmith and Fulham","E09000013",2020-04-06,16,323
"Haringey","E09000014",2020-04-06,14,358
"Harrow","E09000015",2020-04-06,26,545
"Havering","E09000016",2020-04-06,28,352
"Hillingdon","E09000017",2020-04-06,22,413
"Hounslow","E09000018",2020-04-06,16,399
"Islington","E09000019",2020-04-06,8,297
"Kensington and Chelsea","E09000020",2020-04-06,11,311
"Kingston upon Thames","E09000021",2020-04-06,13,229
"Lambeth","E09000022",2020-04-06,42,774
"Lewisham","E09000023",2020-04-06,46,613
"Merton","E09000024",2020-04-06,37,426
"Newham","E09000025",2020-04-06,44,619
"Redbridge","E09000026",2020-04-06,26,395
"Richmond upon Thames","E09000027",2020-04-06,11,242
"Southwark","E09000028",2020-04-06,39,811
"Sutton","E09000029",2020-04-06,24,338
"Tower Hamlets","E09000030",2020-04-06,26,420
"Waltham Forest","E09000031",2020-04-06,26,455
"Wandsworth","E09000032",2020-04-06,35,649
"Westminster","E09000033",2020-04-06,11,447
"Barking and Dagenham","E09000002",2020-04-07,22,300
"Barnet","E09000003",2020-04-07,46,856
"Bexley","E09000004",2020-04-07,47,410
"Brent","E09000005",2020-04-07,28,905
"Bromley","E09000006",2020-04-07,38,675
"Camden","E09000007",2020-04-07,20,386
"Croydon","E09000008",2020-04-07,45,873
"Ealing","E09000009",2020-04-07,44,633
"Enfield","E09000010",2020-04-07,32,471
"Greenwich","E09000011",2020-04-07,20,435
"Hackney and City of London","E09000012",2020-04-07,29,465
"Hammersmith and Fulham","E09000013",2020-04-07,22,345
"Haringey","E09000014",2020-04-07,30,388
"Harrow","E09000015",2020-04-07,29,574
"Havering","E09000016",2020-04-07,37,389
"Hillingdon","E09000017",2020-04-07,27,440
"Hounslow","E09000018",2020-04-07,25,424
"Islington","E09000019",2020-04-07,14,311
"Kensington and Chelsea","E09000020",2020-04-07,19,330
"Kingston upon Thames","E09000021",2020-04-07,18,247
"Lambeth","E09000022",2020-04-07,40,814
"Lewisham","E09000023",2020-04-07,30,643
"Merton","E09000024",2020-04-07,17,443
"Newham","E09000025",2020-04-07,44,663
"Redbridge","E09000026",2020-04-07,54,449
"Richmond upon Thames","E09000027",2020-04-07,14,256
"Southwark","E09000028",2020-04-07,51,862
"Sutton","E09000029",2020-04-07,29,367
"Tower Hamlets","E09000030",2020-04-07,19,439
"Waltham Forest","E09000031",2020-04-07,22,477
"Wandsworth","E09000032",2020-04-07,25,674
"Westminster","E09000033",2020-04-07,16,463
"Barking and Dagenham","E09000002",2020-04-08,21,321
"Barnet","E09000003",2020-04-08,49,905
"Bexley","E09000004",2020-04-08,16,426
"Brent","E09000005",2020-04-08,43,948
"Bromley","E09000006",2020-04-08,47,722
"Camden","E09000007",2020-04-08,22,408
"Croydon","E09000008",2020-04-08,58,931
"Ealing","E09000009",2020-04-08,36,669
"Enfield","E09000010",2020-04-08,31,502
"Greenwich","E09000011",2020-04-08,26,461
"Hackney and City of London","E09000012",2020-04-08,19,484
"Hammersmith and Fulham","E09000013",2020-04-08,19,364
"Haringey","E09000014",2020-04-08,15,403
"Harrow","E09000015",2020-04-08,26,600
"Havering","E09000016",2020-04-08,35,424
"Hillingdon","E09000017",2020-04-08,18,458
"Hounslow","E09000018",2020-04-08,23,447
"Islington","E09000019",2020-04-08,12,323
"Kensington and Chelsea","E09000020",2020-04-08,20,350
"Kingston upon Thames","E09000021",2020-04-08,21,268
"Lambeth","E09000022",2020-04-08,31,845
"Lewisham","E09000023",2020-04-08,29,672
"Merton","E09000024",2020-04-08,16,459
"Newham","E09000025",2020-04-08,38,701
"Redbridge","E09000026",2020-04-08,34,483
"Richmond upon Thames","E09000027",2020-04-08,9,265
"Southwark","E09000028",2020-04-08,43,905
"Sutton","E09000029",2020-04-08,29,396
"Tower Hamlets","E09000030",2020-04-08,24,463
"Waltham Forest","E09000031",2020-04-08,23,500
"Wandsworth","E09000032",2020-04-08,26,700
"Westminster","E09000033",2020-04-08,14,477
"Barking and Dagenham","E09000002",2020-04-09,15,336
"Barnet","E09000003",2020-04-09,34,939
"Bexley","E09000004",2020-04-09,18,444
"Brent","E09000005",2020-04-09,29,977
"Bromley","E09000006",2020-04-09,33,755
"Camden","E09000007",2020-04-09,17,425
"Croydon","E09000008",2020-04-09,43,974
"Ealing","E09000009",2020-04-09,29,698
"Enfield","E09000010",2020-04-09,30,532
"Greenwich","E09000011",2020-04-09,21,482
"Hackney and City of London","E09000012",2020-04-09,18,502
"Hammersmith and Fulham","E09000013",2020-04-09,10,374
"Haringey","E09000014",2020-04-09,20,423
"Harrow","E09000015",2020-04-09,30,630
"Havering","E09000016",2020-04-09,26,450
"Hillingdon","E09000017",2020-04-09,32,490
"Hounslow","E09000018",2020-04-09,24,471
"Islington","E09000019",2020-04-09,12,335
"Kensington and Chelsea","E09000020",2020-04-09,18,368
"Kingston upon Thames","E09000021",2020-04-09,19,287
"Lambeth","E09000022",2020-04-09,33,878
"Lewisham","E09000023",2020-04-09,33,705
"Merton","E09000024",2020-04-09,22,481
"Newham","E09000025",2020-04-09,40,741
"Redbridge","E09000026",2020-04-09,33,516
"Richmond upon Thames","E09000027",2020-04-09,9,274
"Southwark","E09000028",2020-04-09,41,946
"Sutton","E09000029",2020-04-09,23,419
"Tower Hamlets","E09000030",2020-04-09,19,482
"Waltham Forest","E09000031",2020-04-09,24,524
"Wandsworth","E09000032",2020-04-09,24,724
"Westminster","E09000033",2020-04-09,19,496
"Barking and Dagenham","E09000002",2020-04-10,11,347
"Barnet","E09000003",2020-04-10,21,960
"Bexley","E09000004",2020-04-10,19,463
"Brent","E09000005",2020-04-10,40,1017
"Bromley","E09000006",2020-04-10,24,779
"Camden","E09000007",2020-04-10,9,434
"Croydon","E09000008",2020-04-10,25,999
"Ealing","E09000009",2020-04-10,46,744
"Enfield","E09000010",2020-04-10,24,556
"Greenwich","E09000011",2020-04-10,19,501
"Hackney and City of London","E09000012",2020-04-10,16,518
"Hammersmith and Fulham","E09000013",2020-04-10,17,391
"Haringey","E09000014",2020-04-10,11,434
"Harrow","E09000015",2020-04-10,27,657
"Havering","E09000016",2020-04-10,26,476
"Hillingdon","E09000017",2020-04-10,22,512
"Hounslow","E09000018",2020-04-10,16,487
"Islington","E09000019",2020-04-10,4,339
"Kensington and Chelsea","E09000020",2020-04-10,11,379
"Kingston upon Thames","E09000021",2020-04-10,10,297
"Lambeth","E09000022",2020-04-10,17,895
"Lewisham","E09000023",2020-04-10,13,718
"Merton","E09000024",2020-04-10,14,495
"Newham","E09000025",2020-04-10,24,765
"Redbridge","E09000026",2020-04-10,11,527
"Richmond upon Thames","E09000027",2020-04-10,12,286
"Southwark","E09000028",2020-04-10,35,981
"Sutton","E09000029",2020-04-10,14,433
"Tower Hamlets","E09000030",2020-04-10,19,501
"Waltham Forest","E09000031",2020-04-10,24,548
"Wandsworth","E09000032",2020-04-10,29,753
"Westminster","E09000033",2020-04-10,9,505
"Barking and Dagenham","E09000002",2020-04-11,9,356
"Barnet","E09000003",2020-04-11,20,980
"Bexley","E09000004",2020-04-11,17,480
"Brent","E09000005",2020-04-11,22,1039
"Bromley","E09000006",2020-04-11,25,804
"Camden","E09000007",2020-04-11,9,443
"Croydon","E09000008",2020-04-11,23,1022
"Ealing","E09000009",2020-04-11,26,770
"Enfield","E09000010",2020-04-11,22,578
"Greenwich","E09000011",2020-04-11,16,517
"Hackney and City of London","E09000012",2020-04-11,15,533
"Hammersmith and Fulham","E09000013",2020-04-11,4,395
"Haringey","E09000014",2020-04-11,10,444
"Harrow","E09000015",2020-04-11,15,672
"Havering","E09000016",2020-04-11,18,494
"Hillingdon","E09000017",2020-04-11,17,529
"Hounslow","E09000018",2020-04-11,9,496
"Islington","E09000019",2020-04-11,4,343
"Kensington and Chelsea","E09000020",2020-04-11,4,383
"Kingston upon Thames","E09000021",2020-04-11,4,301
"Lambeth","E09000022",2020-04-11,47,942
"Lewisham","E09000023",2020-04-11,14,732
"Merton","E09000024",2020-04-11,18,513
"Newham","E09000025",2020-04-11,30,795
"Redbridge","E09000026",2020-04-11,14,541
"Richmond upon Thames","E09000027",2020-04-11,6,292
"Southwark","E09000028",2020-04-11,29,1010
"Sutton","E09000029",2020-04-11,20,453
"Tower Hamlets","E09000030",2020-04-11,14,515
"Waltham Forest","E09000031",2020-04-11,16,564
"Wandsworth","E09000032",2020-04-11,14,767
"Westminster","E09000033",2020-04-11,11,516
"Barking and Dagenham","E09000002",2020-04-12,18,374
"Barnet","E09000003",2020-04-12,18,998
"Bexley","E09000004",2020-04-12,12,492
"Brent","E09000005",2020-04-12,27,1066
"Bromley","E09000006",2020-04-12,13,817
"Camden","E09000007",2020-04-12,8,451
"Croydon","E09000008",2020-04-12,32,1054
"Ealing","E09000009",2020-04-12,28,798
"Enfield","E09000010",2020-04-12,22,600
"Greenwich","E09000011",2020-04-12,15,532
"Hackney and City of London","E09000012",2020-04-12,11,544
"Hammersmith and Fulham","E09000013",2020-04-12,7,402
"Haringey","E09000014",2020-04-12,12,456
"Harrow","E09000015",2020-04-12,15,687
"Havering","E09000016",2020-04-12,24,518
"Hillingdon","E09000017",2020-04-12,12,541
"Hounslow","E09000018",2020-04-12,13,509
"Islington","E09000019",2020-04-12,7,350
"Kensington and Chelsea","E09000020",2020-04-12,3,386
"Kingston upon Thames","E09000021",2020-04-12,23,324
"Lambeth","E09000022",2020-04-12,17,959
"Lewisham","E09000023",2020-04-12,19,751
"Merton","E09000024",2020-04-12,13,526
"Newham","E09000025",2020-04-12,15,810
"Redbridge","E09000026",2020-04-12,28,569
"Richmond upon Thames","E09000027",2020-04-12,11,303
"Southwark","E09000028",2020-04-12,12,1022
"Sutton","E09000029",2020-04-12,9,462
"Tower Hamlets","E09000030",2020-04-12,15,530
"Waltham Forest","E09000031",2020-04-12,22,586
"Wandsworth","E09000032",2020-04-12,11,778
"Westminster","E09000033",2020-04-12,9,525
"Barking and Dagenham","E09000002",2020-04-13,18,392
"Barnet","E09000003",2020-04-13,23,1021
"Bexley","E09000004",2020-04-13,12,504
"Brent","E09000005",2020-04-13,25,1091
"Bromley","E09000006",2020-04-13,33,850
"Camden","E09000007",2020-04-13,13,464
"Croydon","E09000008",2020-04-13,26,1080
"Ealing","E09000009",2020-04-13,35,833
"Enfield","E09000010",2020-04-13,14,614
"Greenwich","E09000011",2020-04-13,12,544
"Hackney and City of London","E09000012",2020-04-13,9,553
"Hammersmith and Fulham","E09000013",2020-04-13,9,411
"Haringey","E09000014",2020-04-13,17,473
"Harrow","E09000015",2020-04-13,23,710
"Havering","E09000016",2020-04-13,17,535
"Hillingdon","E09000017",2020-04-13,17,558
"Hounslow","E09000018",2020-04-13,9,518
"Islington","E09000019",2020-04-13,7,357
"Kensington and Chelsea","E09000020",2020-04-13,7,393
"Kingston upon Thames","E09000021",2020-04-13,13,337
"Lambeth","E09000022",2020-04-13,17,976
"Lewisham","E09000023",2020-04-13,29,780
"Merton","E09000024",2020-04-13,21,547
"Newham","E09000025",2020-04-13,20,830
"Redbridge","E09000026",2020-04-13,21,590
"Richmond upon Thames","E09000027",2020-04-13,8,311
"Southwark","E09000028",2020-04-13,25,1047
"Sutton","E09000029",2020-04-13,57,519
"Tower Hamlets","E09000030",2020-04-13,17,547
"Waltham Forest","E09000031",2020-04-13,20,606
"Wandsworth","E09000032",2020-04-13,17,795
"Westminster","E09000033",2020-04-13,10,535
"Barking and Dagenham","E09000002",2020-04-14,14,406
"Barnet","E09000003",2020-04-14,21,1042
"Bexley","E09000004",2020-04-14,25,529
"Brent","E09000005",2020-04-14,32,1123
"Bromley","E09000006",2020-04-14,22,872
"Camden","E09000007",2020-04-14,9,473
"Croydon","E09000008",2020-04-14,51,1131
"Ealing","E09000009",2020-04-14,26,859
"Enfield","E09000010",2020-04-14,38,652
"Greenwich","E09000011",2020-04-14,31,575
"Hackney and City of London","E09000012",2020-04-14,7,560
"Hammersmith and Fulham","E09000013",2020-04-14,9,420
"Haringey","E09000014",2020-04-14,10,483
"Harrow","E09000015",2020-04-14,17,727
"Havering","E09000016",2020-04-14,15,550
"Hillingdon","E09000017",2020-04-14,17,575
"Hounslow","E09000018",2020-04-14,21,539
"Islington","E09000019",2020-04-14,7,364
"Kensington and Chelsea","E09000020",2020-04-14,7,400
"Kingston upon Thames","E09000021",2020-04-14,19,356
"Lambeth","E09000022",2020-04-14,11,987
"Lewisham","E09000023",2020-04-14,16,796
"Merton","E09000024",2020-04-14,13,560
"Newham","E09000025",2020-04-14,17,847
"Redbridge","E09000026",2020-04-14,14,604
"Richmond upon Thames","E09000027",2020-04-14,9,320
"Southwark","E09000028",2020-04-14,21,1068
"Sutton","E09000029",2020-04-14,31,550
"Tower Hamlets","E09000030",2020-04-14,8,555
"Waltham Forest","E09000031",2020-04-14,23,629
"Wandsworth","E09000032",2020-04-14,23,818
"Westminster","E09000033",2020-04-14,13,548
"Barking and Dagenham","E09000002",2020-04-15,12,418
"Barnet","E09000003",2020-04-15,24,1066
"Bexley","E09000004",2020-04-15,19,548
"Brent","E09000005",2020-04-15,30,1153
"Bromley","E09000006",2020-04-15,26,898
"Camden","E09000007",2020-04-15,21,494
"Croydon","E09000008",2020-04-15,43,1174
"Ealing","E09000009",2020-04-15,44,903
"Enfield","E09000010",2020-04-15,15,667
"Greenwich","E09000011",2020-04-15,16,591
"Hackney and City of London","E09000012",2020-04-15,12,572
"Hammersmith and Fulham","E09000013",2020-04-15,30,450
"Haringey","E09000014",2020-04-15,14,497
"Harrow","E09000015",2020-04-15,17,744
"Havering","E09000016",2020-04-15,21,571
"Hillingdon","E09000017",2020-04-15,22,597
"Hounslow","E09000018",2020-04-15,17,556
"Islington","E09000019",2020-04-15,11,375
"Kensington and Chelsea","E09000020",2020-04-15,6,406
"Kingston upon Thames","E09000021",2020-04-15,17,373
"Lambeth","E09000022",2020-04-15,24,1011
"Lewisham","E09000023",2020-04-15,25,821
"Merton","E09000024",2020-04-15,14,574
"Newham","E09000025",2020-04-15,17,864
"Redbridge","E09000026",2020-04-15,12,616
"Richmond upon Thames","E09000027",2020-04-15,9,329
"Southwark","E09000028",2020-04-15,27,1095
"Sutton","E09000029",2020-04-15,34,584
"Tower Hamlets","E09000030",2020-04-15,14,569
"Waltham Forest","E09000031",2020-04-15,30,659
"Wandsworth","E09000032",2020-04-15,21,839
"Westminster","E09000033",2020-04-15,15,563
"Barking and Dagenham","E09000002",2020-04-16,12,430
"Barnet","E09000003",2020-04-16,20,1086
"Bexley","E09000004",2020-04-16,23,571
"Brent","E09000005",2020-04-16,40,1193
"Bromley","E09000006",2020-04-16,29,927
"Camden","E09000007",2020-04-16,11,505
"Croydon","E09000008",2020-04-16,34,1208
"Ealing","E09000009",2020-04-16,27,930
"Enfield","E09000010",2020-04-16,22,689
"Greenwich","E09000011",2020-04-16,13,604
"Hackney and City of London","E09000012",2020-04-16,6,578
"Hammersmith and Fulham","E09000013",2020-04-16,25,475
"Haringey","E09000014",2020-04-16,5,502
"Harrow","E09000015",2020-04-16,23,767
"Havering","E09000016",2020-04-16,22,593
"Hillingdon","E09000017",2020-04-16,19,616
"Hounslow","E09000018",2020-04-16,16,572
"Islington","E09000019",2020-04-16,7,382
"Kensington and Chelsea","E09000020",2020-04-16,9,415
"Kingston upon Thames","E09000021",2020-04-16,20,393
"Lambeth","E09000022",2020-04-16,21,1032
"Lewisham","E09000023",2020-04-16,17,838
"Merton","E09000024",2020-04-16,14,588
"Newham","E09000025",2020-04-16,16,880
"Redbridge","E09000026",2020-04-16,16,632
"Richmond upon Thames","E09000027",2020-04-16,11,340
"Southwark","E09000028",2020-04-16,22,1117
"Sutton","E09000029",2020-04-16,23,607
"Tower Hamlets","E09000030",2020-04-16,12,581
"Waltham Forest","E09000031",2020-04-16,13,672
"Wandsworth","E09000032",2020-04-16,20,859
"Westminster","E09000033",2020-04-16,10,573
"Barking and Dagenham","E09000002",2020-04-17,9,439
"Barnet","E09000003",2020-04-17,21,1107
"Bexley","E09000004",2020-04-17,19,590
"Brent","E09000005",2020-04-17,36,1229
"Bromley","E09000006",2020-04-17,27,954
"Camden","E09000007",2020-04-17,11,516
"Croydon","E09000008",2020-04-17,34,1242
"Ealing","E09000009",2020-04-17,22,952
"Enfield","E09000010",2020-04-17,36,725
"Greenwich","E09000011",2020-04-17,12,616
"Hackney and City of London","E09000012",2020-04-17,10,588
"Hammersmith and Fulham","E09000013",2020-04-17,17,492
"Haringey","E09000014",2020-04-17,7,509
"Harrow","E09000015",2020-04-17,27,794
"Havering","E09000016",2020-04-17,10,603
"Hillingdon","E09000017",2020-04-17,33,649
"Hounslow","E09000018",2020-04-17,18,590
"Islington","E09000019",2020-04-17,12,394
"Kensington and Chelsea","E09000020",2020-04-17,8,423
"Kingston upon Thames","E09000021",2020-04-17,22,415
"Lambeth","E09000022",2020-04-17,12,1044
"Lewisham","E09000023",2020-04-17,29,867
"Merton","E09000024",2020-04-17,21,609
"Newham","E09000025",2020-04-17,16,896
"Redbridge","E09000026",2020-04-17,20,652
"Richmond upon Thames","E09000027",2020-04-17,7,347
"Southwark","E09000028",2020-04-17,16,1133
"Sutton","E09000029",2020-04-17,24,631
"Tower Hamlets","E09000030",2020-04-17,3,584
"Waltham Forest","E09000031",2020-04-17,11,683
"Wandsworth","E09000032",2020-04-17,21,880
"Westminster","E09000033",2020-04-17,8,581
"Barking and Dagenham","E09000002",2020-04-18,7,446
"Barnet","E09000003",2020-04-18,15,1122
"Bexley","E09000004",2020-04-18,10,600
"Brent","E09000005",2020-04-18,28,1257
"Bromley","E09000006",2020-04-18,15,969
"Camden","E09000007",2020-04-18,15,531
"Croydon","E09000008",2020-04-18,33,1275
"Ealing","E09000009",2020-04-18,19,971
"Enfield","E09000010",2020-04-18,17,742
"Greenwich","E09000011",2020-04-18,10,626
"Hackney and City of London","E09000012",2020-04-18,6,594
"Hammersmith and Fulham","E09000013",2020-04-18,4,496
"Haringey","E09000014",2020-04-18,4,513
"Harrow","E09000015",2020-04-18,15,809
"Havering","E09000016",2020-04-18,11,614
"Hillingdon","E09000017",2020-04-18,21,670
"Hounslow","E09000018",2020-04-18,14,604
"Islington","E09000019",2020-04-18,4,398
"Kensington and Chelsea","E09000020",2020-04-18,6,429
"Kingston upon Thames","E09000021",2020-04-18,20,435
"Lambeth","E09000022",2020-04-18,17,1061
"Lewisham","E09000023",2020-04-18,6,873
"Merton","E09000024",2020-04-18,9,618
"Newham","E09000025",2020-04-18,9,905
"Redbridge","E09000026",2020-04-18,7,659
"Richmond upon Thames","E09000027",2020-04-18,6,353
"Southwark","E09000028",2020-04-18,17,1150
"Sutton","E09000029",2020-04-18,19,650
"Tower Hamlets","E09000030",2020-04-18,6,590
"Waltham Forest","E09000031",2020-04-18,15,698
"Wandsworth","E09000032",2020-04-18,12,892
"Westminster","E09000033",2020-04-18,3,584
"Barking and Dagenham","E09000002",2020-04-19,15,461
"Barnet","E09000003",2020-04-19,21,1143
"Bexley","E09000004",2020-04-19,21,621
"Brent","E09000005",2020-04-19,21,1278
"Bromley","E09000006",2020-04-19,13,982
"Camden","E09000007",2020-04-19,6,537
"Croydon","E09000008",2020-04-19,14,1289
"Ealing","E09000009",2020-04-19,17,988
"Enfield","E09000010",2020-04-19,13,755
"Greenwich","E09000011",2020-04-19,8,634
"Hackney and City of London","E09000012",2020-04-19,10,604
"Hammersmith and Fulham","E09000013",2020-04-19,6,502
"Haringey","E09000014",2020-04-19,17,530
"Harrow","E09000015",2020-04-19,26,835
"Havering","E09000016",2020-04-19,15,629
"Hillingdon","E09000017",2020-04-19,24,694
"Hounslow","E09000018",2020-04-19,23,627
"Islington","E09000019",2020-04-19,1,399
"Kensington and Chelsea","E09000020",2020-04-19,1,430
"Kingston upon Thames","E09000021",2020-04-19,10,445
"Lambeth","E09000022",2020-04-19,11,1072
"Lewisham","E09000023",2020-04-19,11,884
"Merton","E09000024",2020-04-19,13,631
"Newham","E09000025",2020-04-19,8,913
"Redbridge","E09000026",2020-04-19,8,667
"Richmond upon Thames","E09000027",2020-04-19,11,364
"Southwark","E09000028",2020-04-19,5,1155
"Sutton","E09000029",2020-04-19,13,663
"Tower Hamlets","E09000030",2020-04-19,6,596
"Waltham Forest","E09000031",2020-04-19,19,717
"Wandsworth","E09000032",2020-04-19,4,896
"Westminster","E09000033",2020-04-19,4,588
"Barking and Dagenham","E09000002",2020-04-20,7,468
"Barnet","E09000003",2020-04-20,14,1157
"Bexley","E09000004",2020-04-20,14,635
"Brent","E09000005",2020-04-20,17,1295
"Bromley","E09000006",2020-04-20,19,1001
"Camden","E09000007",2020-04-20,8,545
"Croydon","E09000008",2020-04-20,25,1314
"Ealing","E09000009",2020-04-20,24,1012
"Enfield","E09000010",2020-04-20,31,786
"Greenwich","E09000011",2020-04-20,10,644
"Hackney and City of London","E09000012",2020-04-20,14,618
"Hammersmith and Fulham","E09000013",2020-04-20,10,512
"Haringey","E09000014",2020-04-20,5,535
"Harrow","E09000015",2020-04-20,17,852
"Havering","E09000016",2020-04-20,14,643
"Hillingdon","E09000017",2020-04-20,25,719
"Hounslow","E09000018",2020-04-20,13,640
"Islington","E09000019",2020-04-20,12,411
"Kensington and Chelsea","E09000020",2020-04-20,7,437
"Kingston upon Thames","E09000021",2020-04-20,10,455
"Lambeth","E09000022",2020-04-20,15,1087
"Lewisham","E09000023",2020-04-20,14,898
"Merton","E09000024",2020-04-20,14,645
"Newham","E09000025",2020-04-20,9,922
"Redbridge","E09000026",2020-04-20,17,684
"Richmond upon Thames","E09000027",2020-04-20,6,370
"Southwark","E09000028",2020-04-20,11,1166
"Sutton","E09000029",2020-04-20,11,674
"Tower Hamlets","E09000030",2020-04-20,11,607
"Waltham Forest","E09000031",2020-04-20,15,732
"Wandsworth","E09000032",2020-04-20,10,906
"Westminster","E09000033",2020-04-20,4,592
"Barking and Dagenham","E09000002",2020-04-21,14,482
"Barnet","E09000003",2020-04-21,27,1184
"Bexley","E09000004",2020-04-21,15,650
"Brent","E09000005",2020-04-21,20,1315
"Bromley","E09000006",2020-04-21,11,1012
"Camden","E09000007",2020-04-21,6,551
"Croydon","E09000008",2020-04-21,24,1338
"Ealing","E09000009",2020-04-21,21,1033
"Enfield","E09000010",2020-04-21,24,810
"Greenwich","E09000011",2020-04-21,10,654
"Hackney and City of London","E09000012",2020-04-21,5,623
"Hammersmith and Fulham","E09000013",2020-04-21,19,531
"Haringey","E09000014",2020-04-21,11,546
"Harrow","E09000015",2020-04-21,28,880
"Havering","E09000016",2020-04-21,10,653
"Hillingdon","E09000017",2020-04-21,14,733
"Hounslow","E09000018",2020-04-21,22,662
"Islington","E09000019",2020-04-21,4,415
"Kensington and Chelsea","E09000020",2020-04-21,6,443
"Kingston upon Thames","E09000021",2020-04-21,16,471
"Lambeth","E09000022",2020-04-21,12,1099
"Lewisham","E09000023",2020-04-21,31,929
"Merton","E09000024",2020-04-21,13,658
"Newham","E09000025",2020-04-21,12,934
"Redbridge","E09000026",2020-04-21,15,699
"Richmond upon Thames","E09000027",2020-04-21,10,380
"Southwark","E09000028",2020-04-21,18,1184
"Sutton","E09000029",2020-04-21,17,691
"Tower Hamlets","E09000030",2020-04-21,10,617
"Waltham Forest","E09000031",2020-04-21,8,740
"Wandsworth","E09000032",2020-04-21,9,915
"Westminster","E09000033",2020-04-21,3,595
"Barking and Dagenham","E09000002",2020-04-22,9,491
"Barnet","E09000003",2020-04-22,11,1195
"Bexley","E09000004",2020-04-22,18,668
"Brent","E09000005",2020-04-22,17,1332
"Bromley","E09000006",2020-04-22,14,1026
"Camden","E09000007",2020-04-22,8,559
"Croydon","E09000008",2020-04-22,27,1365
"Ealing","E09000009",2020-04-22,15,1048
"Enfield","E09000010",2020-04-22,26,836
"Greenwich","E09000011",2020-04-22,14,668
"Hackney and City of London","E09000012",2020-04-22,8,631
"Hammersmith and Fulham","E09000013",2020-04-22,23,554
"Haringey","E09000014",2020-04-22,7,553
"Harrow","E09000015",2020-04-22,20,900
"Havering","E09000016",2020-04-22,12,665
"Hillingdon","E09000017",2020-04-22,16,749
"Hounslow","E09000018",2020-04-22,9,671
"Islington","E09000019",2020-04-22,3,418
"Kensington and Chelsea","E09000020",2020-04-22,17,460
"Kingston upon Thames","E09000021",2020-04-22,10,481
"Lambeth","E09000022",2020-04-22,16,1115
"Lewisham","E09000023",2020-04-22,7,936
"Merton","E09000024",2020-04-22,8,666
"Newham","E09000025",2020-04-22,16,950
"Redbridge","E09000026",2020-04-22,17,716
"Richmond upon Thames","E09000027",2020-04-22,3,383
"Southwark","E09000028",2020-04-22,5,1189
"Sutton","E09000029",2020-04-22,18,709
"Tower Hamlets","E09000030",2020-04-22,7,624
"Waltham Forest","E09000031",2020-04-22,9,749
"Wandsworth","E09000032",2020-04-22,6,921
"Westminster","E09000033",2020-04-22,2,597
"Barking and Dagenham","E09000002",2020-04-23,11,502
"Barnet","E09000003",2020-04-23,19,1214
"Bexley","E09000004",2020-04-23,13,681
"Brent","E09000005",2020-04-23,16,1348
"Bromley","E09000006",2020-04-23,38,1064
"Camden","E09000007",2020-04-23,11,570
"Croydon","E09000008",2020-04-23,33,1398
"Ealing","E09000009",2020-04-23,17,1065
"Enfield","E09000010",2020-04-23,26,862
"Greenwich","E09000011",2020-04-23,12,680
"Hackney and City of London","E09000012",2020-04-23,8,639
"Hammersmith and Fulham","E09000013",2020-04-23,50,604
"Haringey","E09000014",2020-04-23,13,566
"Harrow","E09000015",2020-04-23,18,918
"Havering","E09000016",2020-04-23,14,679
"Hillingdon","E09000017",2020-04-23,21,770
"Hounslow","E09000018",2020-04-23,15,686
"Islington","E09000019",2020-04-23,8,426
"Kensington and Chelsea","E09000020",2020-04-23,6,466
"Kingston upon Thames","E09000021",2020-04-23,18,499
"Lambeth","E09000022",2020-04-23,23,1138
"Lewisham","E09000023",2020-04-23,15,951
"Merton","E09000024",2020-04-23,10,676
"Newham","E09000025",2020-04-23,17,967
"Redbridge","E09000026",2020-04-23,14,730
"Richmond upon Thames","E09000027",2020-04-23,4,387
