"area_name","area_code","date","new_cases","total_cases"
"Greenwich","E09000011",2020-06-23,2,941
"Hackney and City of London","E09000012",2020-06-23,0,793
"Hammersmith and Fulham","E09000013",2020-06-23,3,734
"Haringey","E09000014",2020-06-23,1,737
"Harrow","E09000015",2020-06-23,0,1255
"Havering","E09000016",2020-06-23,6,924
"Hillingdon","E09000017",2020-06-23,5,1064
"Hounslow","E09000018",2020-06-23,4,1031
"Islington","E09000019",2020-06-23,0,544
"Kensington and Chelsea","E09000020",2020-06-23,2,555
"Kingston upon Thames","E09000021",2020-06-23,0,728
"Lambeth","E09000022",2020-06-23,0,1345
"Lewisham","E09000023",2020-06-23,2,1186
"Merton","E09000024",2020-06-23,0,924
"Newham","E09000025",2020-06-23,0,1237
"Redbridge","E09000026",2020-06-23,1,1086
"Richmond upon Thames","E09000027",2020-06-23,0,531
"Southwark","E09000028",2020-06-23,0,1423
"Sutton","E09000029",2020-06-23,1,993
"Tower Hamlets","E09000030",2020-06-23,1,790
"Waltham Forest","E09000031",2020-06-23,2,993
"Wandsworth","E09000032",2020-06-23,3,1136
"Westminster","E09000033",2020-06-23,2,768
"Barking and Dagenham","E09000002",2020-06-24,4,692
"Barnet","E09000003",2020-06-24,0,1574
"Bexley","E09000004",2020-06-24,0,1034
"Brent","E09000005",2020-06-24,2,1709
"Bromley","E09000006",2020-06-24,0,1504
"Camden","E09000007",2020-06-24,0,691
"Croydon","E09000008",2020-06-24,4,1837
"Ealing","E09000009",2020-06-24,6,1536
"Enfield","E09000010",2020-06-24,1,1164
"Greenwich","E09000011",2020-06-24,0,941
"Hackney and City of London","E09000012",2020-06-24,1,794
"Hammersmith and Fulham","E09000013",2020-06-24,4,738
"Haringey","E09000014",2020-06-24,3,740
"Harrow","E09000015",2020-06-24,1,1256
"Havering","E09000016",2020-06-24,3,927
"Hillingdon","E09000017",2020-06-24,3,1067
"Hounslow","E09000018",2020-06-24,4,1035
"Islington","E09000019",2020-06-24,1,545
"Kensington and Chelsea","E09000020",2020-06-24,3,558
"Kingston upon Thames","E09000021",2020-06-24,1,729
"Lambeth","E09000022",2020-06-24,0,1345
"Lewisham","E09000023",2020-06-24,0,1186
"Merton","E09000024",2020-06-24,1,925
"Newham","E09000025",2020-06-24,0,1237
"Redbridge","E09000026",2020-06-24,0,1086
"Richmond upon Thames","E09000027",2020-06-24,0,531
"Southwark","E09000028",2020-06-24,1,1424
"Sutton","E09000029",2020-06-24,1,994
"Tower Hamlets","E09000030",2020-06-24,0,790
"Waltham Forest","E09000031",2020-06-24,0,993
"Wandsworth","E09000032",2020-06-24,0,1136
"Westminster","E09000033",2020-06-24,2,770
"Barking and Dagenham","E09000002",2020-06-25,2,694
"Barnet","E09000003",2020-06-25,2,1576
"Bexley","E09000004",2020-06-25,3,1037
"Brent","E09000005",2020-06-25,5,1714
"Bromley","E09000006",2020-06-25,0,1504
"Camden","E09000007",2020-06-25,1,692
"Croydon","E09000008",2020-06-25,2,1839
"Ealing","E09000009",2020-06-25,3,1539
"Enfield","E09000010",2020-06-25,4,1168
"Greenwich","E09000011",2020-06-25,1,942
"Hackney and City of London","E09000012",2020-06-25,0,794
"Hammersmith and Fulham","E09000013",2020-06-25,4,742
"Haringey","E09000014",2020-06-25,1,741
"Harrow","E09000015",2020-06-25,1,1257
"Havering","E09000016",2020-06-25,1,928
"Hillingdon","E09000017",2020-06-25,1,1068
"Hounslow","E09000018",2020-06-25,10,1045
"Islington","E09000019",2020-06-25,0,545
"Kensington and Chelsea","E09000020",2020-06-25,1,559
"Kingston upon Thames","E09000021",2020-06-25,2,731
"Lambeth","E09000022",2020-06-25,2,1347
"Lewisham","E09000023",2020-06-25,0,1186
"Merton","E09000024",2020-06-25,2,927
"Newham","E09000025",2020-06-25,2,1239
"Redbridge","E09000026",2020-06-25,0,1086
"Richmond upon Thames","E09000027",2020-06-25,1,532
"Southwark","E09000028",2020-06-25,0,1424
"Sutton","E09000029",2020-06-25,2,996
"Tower Hamlets","E09000030",2020-06-25,0,790
"Waltham Forest","E09000031",2020-06-25,1,994
"Wandsworth","E09000032",2020-06-25,2,1138
"Westminster","E09000033",2020-06-25,1,771
"Barking and Dagenham","E09000002",2020-06-26,3,697
"Barnet","E09000003",2020-06-26,3,1579
"Bexley","E09000004",2020-06-26,1,1038
"Brent","E09000005",2020-06-26,4,1718
"Bromley","E09000006",2020-06-26,1,1505
"Camden","E09000007",2020-06-26,1,693
"Croydon","E09000008",2020-06-26,3,1842
"Ealing","E09000009",2020-06-26,1,1540
"Enfield","E09000010",2020-06-26,1,1169
"Greenwich","E09000011",2020-06-26,0,942
"Hackney and City of London","E09000012",2020-06-26,1,795
"Hammersmith and Fulham","E09000013",2020-06-26,0,742
"Haringey","E09000014",2020-06-26,0,741
"Harrow","E09000015",2020-06-26,0,1257
"Havering","E09000016",2020-06-26,1,929
"Hillingdon","E09000017",2020-06-26,3,1071
"Hounslow","E09000018",2020-06-26,2,1047
"Islington","E09000019",2020-06-26,0,545
"Kensington and Chelsea","E09000020",2020-06-26,0,559
"Kingston upon Thames","E09000021",2020-06-26,0,731
"Lambeth","E09000022",2020-06-26,1,1348
"Lewisham","E09000023",2020-06-26,2,1188
"Merton","E09000024",2020-06-26,1,928
"Newham","E09000025",2020-06-26,5,1244
"Redbridge","E09000026",2020-06-26,1,1087
"Richmond upon Thames","E09000027",2020-06-26,0,532
"Southwark","E09000028",2020-06-26,1,1425
"Sutton","E09000029",2020-06-26,0,996
"Tower Hamlets","E09000030",2020-06-26,1,791
"Waltham Forest","E09000031",2020-06-26,5,999
"Wandsworth","E09000032",2020-06-26,4,1142
"Westminster","E09000033",2020-06-26,2,773
"Barking and Dagenham","E09000002",2020-06-27,1,698
"Barnet","E09000003",2020-06-27,0,1579
"Bexley","E09000004",2020-06-27,0,1038
"Brent","E09000005",2020-06-27,0,1718
"Bromley","E09000006",2020-06-27,1,1506
"Camden","E09000007",2020-06-27,0,693
"Croydon","E09000008",2020-06-27,0,1842
"Ealing","E09000009",2020-06-27,2,1542
"Enfield","E09000010",2020-06-27,3,1172
"Greenwich","E09000011",2020-06-27,0,942
"Hackney and City of London","E09000012",2020-06-27,0,795
"Hammersmith and Fulham","E09000013",2020-06-27,5,747
"Haringey","E09000014",2020-06-27,1,742
"Harrow","E09000015",2020-06-27,3,1260
"Havering","E09000016",2020-06-27,2,931
"Hillingdon","E09000017",2020-06-27,1,1072
"Hounslow","E09000018",2020-06-27,0,1047
"Islington","E09000019",2020-06-27,1,546
"Kensington and Chelsea","E09000020",2020-06-27,0,559
"Kingston upon Thames","E09000021",2020-06-27,0,731
"Lambeth","E09000022",2020-06-27,0,1348
"Lewisham","E09000023",2020-06-27,0,1188
"Merton","E09000024",2020-06-27,2,930
"Newham","E09000025",2020-06-27,2,1246
"Redbridge","E09000026",2020-06-27,2,1089
"Richmond upon Thames","E09000027",2020-06-27,1,533
"Southwark","E09000028",2020-06-27,2,1427
"Sutton","E09000029",2020-06-27,0,996
"Tower Hamlets","E09000030",2020-06-27,2,793
"Waltham Forest","E09000031",2020-06-27,1,1000
"Wandsworth","E09000032",2020-06-27,0,1142
"Westminster","E09000033",2020-06-27,0,773
"Barking and Dagenham","E09000002",2020-06-28,0,698
"Barnet","E09000003",2020-06-28,1,1580
"Bexley","E09000004",2020-06-28,1,1039
"Brent","E09000005",2020-06-28,2,1720
"Bromley","E09000006",2020-06-28,0,1506
"Camden","E09000007",2020-06-28,0,693
"Croydon","E09000008",2020-06-28,0,1842
"Ealing","E09000009",2020-06-28,2,1544
"Enfield","E09000010",2020-06-28,0,1172
"Greenwich","E09000011",2020-06-28,1,943
"Hackney and City of London","E09000012",2020-06-28,2,797
"Hammersmith and Fulham","E09000013",2020-06-28,0,747
"Haringey","E09000014",2020-06-28,1,743
"Harrow","E09000015",2020-06-28,1,1261
"Havering","E09000016",2020-06-28,0,931
"Hillingdon","E09000017",2020-06-28,3,1075
"Hounslow","E09000018",2020-06-28,2,1049
"Islington","E09000019",2020-06-28,0,546
"Kensington and Chelsea","E09000020",2020-06-28,0,559
"Kingston upon Thames","E09000021",2020-06-28,0,731
"Lambeth","E09000022",2020-06-28,0,1348
"Lewisham","E09000023",2020-06-28,0,1188
"Merton","E09000024",2020-06-28,1,931
"Newham","E09000025",2020-06-28,1,1247
"Redbridge","E09000026",2020-06-28,1,1090
"Richmond upon Thames","E09000027",2020-06-28,0,533
"Southwark","E09000028",2020-06-28,1,1428
"Sutton","E09000029",2020-06-28,0,996
"Tower Hamlets","E09000030",2020-06-28,0,793
"Waltham Forest","E09000031",2020-06-28,2,1002
"Wandsworth","E09000032",2020-06-28,0,1142
"Westminster","E09000033",2020-06-28,0,773
"Barking and Dagenham","E09000002",2020-06-29,2,700
"Barnet","E09000003",2020-06-29,3,1583
"Bexley","E09000004",2020-06-29,0,1039
"Brent","E09000005",2020-06-29,1,1721
"Bromley","E09000006",2020-06-29,2,1508
"Camden","E09000007",2020-06-29,1,694
"Croydon","E09000008",2020-06-29,0,1842
"Ealing","E09000009",2020-06-29,7,1551
"Enfield","E09000010",2020-06-29,4,1176
"Greenwich","E09000011",2020-06-29,1,944
"Hackney and City of London","E09000012",2020-06-29,0,797
"Hammersmith and Fulham","E09000013",2020-06-29,0,747
"Haringey","E09000014",2020-06-29,0,743
"Harrow","E09000015",2020-06-29,1,1262
"Havering","E09000016",2020-06-29,2,933
"Hillingdon","E09000017",2020-06-29,3,1078
"Hounslow","E09000018",2020-06-29,0,1049
"Islington","E09000019",2020-06-29,2,548
"Kensington and Chelsea","E09000020",2020-06-29,0,559
"Kingston upon Thames","E09000021",2020-06-29,0,731
"Lambeth","E09000022",2020-06-29,1,1349
"Lewisham","E09000023",2020-06-29,1,1189
"Merton","E09000024",2020-06-29,1,932
"Newham","E09000025",2020-06-29,1,1248
"Redbridge","E09000026",2020-06-29,6,1096
"Richmond upon Thames","E09000027",2020-06-29,0,533
"Southwark","E09000028",2020-06-29,6,1434
"Sutton","E09000029",2020-06-29,0,996
"Tower Hamlets","E09000030",2020-06-29,1,794
"Waltham Forest","E09000031",2020-06-29,8,1010
"Wandsworth","E09000032",2020-06-29,0,1142
"Westminster","E09000033",2020-06-29,4,777
"Barking and Dagenham","E09000002",2020-06-30,2,702
"Barnet","E09000003",2020-06-30,1,1584
"Bexley","E09000004",2020-06-30,4,1043
"Brent","E09000005",2020-06-30,2,1723
"Bromley","E09000006",2020-06-30,2,1510
"Camden","E09000007",2020-06-30,0,694
"Croydon","E09000008",2020-06-30,2,1844
"Ealing","E09000009",2020-06-30,0,1551
"Enfield","E09000010",2020-06-30,2,1178
"Greenwich","E09000011",2020-06-30,1,945
"Hackney and City of London","E09000012",2020-06-30,3,800
"Hammersmith and Fulham","E09000013",2020-06-30,3,750
"Haringey","E09000014",2020-06-30,0,743
"Harrow","E09000015",2020-06-30,1,1263
"Havering","E09000016",2020-06-30,1,934
"Hillingdon","E09000017",2020-06-30,6,1084
"Hounslow","E09000018",2020-06-30,2,1051
"Islington","E09000019",2020-06-30,1,549
"Kensington and Chelsea","E09000020",2020-06-30,1,560
"Kingston upon Thames","E09000021",2020-06-30,1,732
"Lambeth","E09000022",2020-06-30,1,1350
"Lewisham","E09000023",2020-06-30,2,1191
"Merton","E09000024",2020-06-30,0,932
"Newham","E09000025",2020-06-30,6,1254
"Redbridge","E09000026",2020-06-30,5,1101
"Richmond upon Thames","E09000027",2020-06-30,1,534
"Southwark","E09000028",2020-06-30,0,1434
"Sutton","E09000029",2020-06-30,0,996
"Tower Hamlets","E09000030",2020-06-30,1,795
"Waltham Forest","E09000031",2020-06-30,0,1010
"Wandsworth","E09000032",2020-06-30,1,1143
"Westminster","E09000033",2020-06-30,0,777
"Barking and Dagenham","E09000002",2020-07-01,2,704
"Barnet","E09000003",2020-07-01,2,1586
"Bexley","E09000004",2020-07-01,1,1044
"Brent","E09000005",2020-07-01,2,1725
"Bromley","E09000006",2020-07-01,0,1510
"Camden","E09000007",2020-07-01,1,695
"Croydon","E09000008",2020-07-01,0,1844
"Ealing","E09000009",2020-07-01,3,1554
"Enfield","E09000010",2020-07-01,1,1179
"Greenwich","E09000011",2020-07-01,0,945
"Hackney and City of London","E09000012",2020-07-01,3,803
"Hammersmith and Fulham","E09000013",2020-07-01,1,751
"Haringey","E09000014",2020-07-01,1,744
"Harrow","E09000015",2020-07-01,0,1263
"Havering","E09000016",2020-07-01,1,935
"Hillingdon","E09000017",2020-07-01,3,1087
"Hounslow","E09000018",2020-07-01,4,1055
"Islington","E09000019",2020-07-01,1,550
"Kensington and Chelsea","E09000020",2020-07-01,0,560
"Kingston upon Thames","E09000021",2020-07-01,1,733
"Lambeth","E09000022",2020-07-01,1,1351
"Lewisham","E09000023",2020-07-01,0,1191
"Merton","E09000024",2020-07-01,2,934
"Newham","E09000025",2020-07-01,5,1259
"Redbridge","E09000026",2020-07-01,1,1102
"Richmond upon Thames","E09000027",2020-07-01,1,535
"Southwark","E09000028",2020-07-01,1,1435
"Sutton","E09000029",2020-07-01,1,997
"Tower Hamlets","E09000030",2020-07-01,0,795
"Waltham Forest","E09000031",2020-07-01,1,1011
"Wandsworth","E09000032",2020-07-01,0,1143
"Westminster","E09000033",2020-07-01,1,778
"Barking and Dagenham","E09000002",2020-07-02,0,704
"Barnet","E09000003",2020-07-02,2,1588
"Bexley","E09000004",2020-07-02,2,1046
"Brent","E09000005",2020-07-02,1,1726
"Bromley","E09000006",2020-07-02,2,1512
"Camden","E09000007",2020-07-02,0,695
"Croydon","E09000008",2020-07-02,1,1845
"Ealing","E09000009",2020-07-02,2,1556
"Enfield","E09000010",2020-07-02,2,1181
"Greenwich","E09000011",2020-07-02,1,946
"Hackney and City of London","E09000012",2020-07-02,2,805
"Hammersmith and Fulham","E09000013",2020-07-02,1,752
"Haringey","E09000014",2020-07-02,0,744
"Harrow","E09000015",2020-07-02,2,1265
"Havering","E09000016",2020-07-02,1,936
"Hillingdon","E09000017",2020-07-02,5,1092
"Hounslow","E09000018",2020-07-02,3,1058
"Islington","E09000019",2020-07-02,1,551
"Kensington and Chelsea","E09000020",2020-07-02,0,560
"Kingston upon Thames","E09000021",2020-07-02,1,734
"Lambeth","E09000022",2020-07-02,0,1351
"Lewisham","E09000023",2020-07-02,0,1191
"Merton","E09000024",2020-07-02,1,935
"Newham","E09000025",2020-07-02,1,1260
"Redbridge","E09000026",2020-07-02,1,1103
"Richmond upon Thames","E09000027",2020-07-02,1,536
"Southwark","E09000028",2020-07-02,2,1437
"Sutton","E09000029",2020-07-02,1,998
"Tower Hamlets","E09000030",2020-07-02,1,796
"Waltham Forest","E09000031",2020-07-02,0,1011
"Wandsworth","E09000032",2020-07-02,2,1145
"Westminster","E09000033",2020-07-02,1,779
"Barking and Dagenham","E09000002",2020-07-03,0,704
"Barnet","E09000003",2020-07-03,1,1589
"Bexley","E09000004",2020-07-03,0,1046
"Brent","E09000005",2020-07-03,0,1726
"Bromley","E09000006",2020-07-03,1,1513
"Camden","E09000007",2020-07-03,0,695
"Croydon","E09000008",2020-07-03,1,1846
"Ealing","E09000009",2020-07-03,3,1559
"Enfield","E09000010",2020-07-03,1,1182
"Greenwich","E09000011",2020-07-03,1,947
"Hackney and City of London","E09000012",2020-07-03,3,808
"Hammersmith and Fulham","E09000013",2020-07-03,2,754
"Haringey","E09000014",2020-07-03,0,744
"Harrow","E09000015",2020-07-03,0,1265
"Havering","E09000016",2020-07-03,3,939
"Hillingdon","E09000017",2020-07-03,3,1095
"Hounslow","E09000018",2020-07-03,1,1059
"Islington","E09000019",2020-07-03,1,552
"Kensington and Chelsea","E09000020",2020-07-03,1,561
"Kingston upon Thames","E09000021",2020-07-03,1,735
"Lambeth","E09000022",2020-07-03,1,1352
"Lewisham","E09000023",2020-07-03,0,1191
"Merton","E09000024",2020-07-03,1,936
"Newham","E09000025",2020-07-03,0,1260
"Redbridge","E09000026",2020-07-03,3,1106
"Richmond upon Thames","E09000027",2020-07-03,0,536
"Southwark","E09000028",2020-07-03,3,1440
"Sutton","E09000029",2020-07-03,0,998
"Tower Hamlets","E09000030",2020-07-03,1,797
"Waltham Forest","E09000031",2020-07-03,1,1012
"Wandsworth","E09000032",2020-07-03,4,1149
"Westminster","E09000033",2020-07-03,1,780
"Barking and Dagenham","E09000002",2020-07-04,0,704
"Barnet","E09000003",2020-07-04,1,1590
"Bexley","E09000004",2020-07-04,0,1046
"Brent","E09000005",2020-07-04,2,1728
"Bromley","E09000006",2020-07-04,1,1514
"Camden","E09000007",2020-07-04,0,695
"Croydon","E09000008",2020-07-04,0,1846
"Ealing","E09000009",2020-07-04,1,1560
"Enfield","E09000010",2020-07-04,3,1185
"Greenwich","E09000011",2020-07-04,1,948
"Hackney and City of London","E09000012",2020-07-04,0,808
"Hammersmith and Fulham","E09000013",2020-07-04,0,754
"Haringey","E09000014",2020-07-04,3,747
"Harrow","E09000015",2020-07-04,3,1268
"Havering","E09000016",2020-07-04,2,941
"Hillingdon","E09000017",2020-07-04,3,1098
"Hounslow","E09000018",2020-07-04,0,1059
"Islington","E09000019",2020-07-04,0,552
"Kensington and Chelsea","E09000020",2020-07-04,0,561
"Kingston upon Thames","E09000021",2020-07-04,1,736
"Lambeth","E09000022",2020-07-04,0,1352
"Lewisham","E09000023",2020-07-04,0,1191
"Merton","E09000024",2020-07-04,0,936
"Newham","E09000025",2020-07-04,2,1262
"Redbridge","E09000026",2020-07-04,1,1107
"Richmond upon Thames","E09000027",2020-07-04,1,537
"Southwark","E09000028",2020-07-04,0,1440
"Sutton","E09000029",2020-07-04,0,998
"Tower Hamlets","E09000030",2020-07-04,2,799
"Waltham Forest","E09000031",2020-07-04,2,1014
"Wandsworth","E09000032",2020-07-04,2,1151
"Westminster","E09000033",2020-07-04,1,781
"Barking and Dagenham","E09000002",2020-07-05,0,704
"Barnet","E09000003",2020-07-05,4,1594
"Bexley","E09000004",2020-07-05,4,1050
"Brent","E09000005",2020-07-05,3,1731
"Bromley","E09000006",2020-07-05,1,1515
"Camden","E09000007",2020-07-05,0,695
"Croydon","E09000008",2020-07-05,2,1848
"Ealing","E09000009",2020-07-05,3,1563
"Enfield","E09000010",2020-07-05,1,1186
"Greenwich","E09000011",2020-07-05,2,950
"Hackney and City of London","E09000012",2020-07-05,6,814
"Hammersmith and Fulham","E09000013",2020-07-05,3,757
"Haringey","E09000014",2020-07-05,2,749
"Harrow","E09000015",2020-07-05,1,1269
"Havering","E09000016",2020-07-05,0,941
"Hillingdon","E09000017",2020-07-05,3,1101
"Hounslow","E09000018",2020-07-05,2,1061
"Islington","E09000019",2020-07-05,2,554
"Kensington and Chelsea","E09000020",2020-07-05,0,561
"Kingston upon Thames","E09000021",2020-07-05,1,737
"Lambeth","E09000022",2020-07-05,1,1353
"Lewisham","E09000023",2020-07-05,0,1191
"Merton","E09000024",2020-07-05,1,937
"Newham","E09000025",2020-07-05,1,1263
"Redbridge","E09000026",2020-07-05,2,1109
"Richmond upon Thames","E09000027",2020-07-05,1,538
"Southwark","E09000028",2020-07-05,0,1440
"Sutton","E09000029",2020-07-05,0,998
"Tower Hamlets","E09000030",2020-07-05,3,802
"Waltham Forest","E09000031",2020-07-05,0,1014
"Wandsworth","E09000032",2020-07-05,2,1153
"Westminster","E09000033",2020-07-05,0,781
"Barking and Dagenham","E09000002",2020-07-06,0,704
"Barnet","E09000003",2020-07-06,1,1595
"Bexley","E09000004",2020-07-06,1,1051
"Brent","E09000005",2020-07-06,4,1735
"Bromley","E09000006",2020-07-06,0,1515
"Camden","E09000007",2020-07-06,3,698
"Croydon","E09000008",2020-07-06,7,1855
"Ealing","E09000009",2020-07-06,0,1563
"Enfield","E09000010",2020-07-06,2,1188
"Greenwich","E09000011",2020-07-06,1,951
"Hackney and City of London","E09000012",2020-07-06,1,815
"Hammersmith and Fulham","E09000013",2020-07-06,0,757
"Haringey","E09000014",2020-07-06,3,752
"Harrow","E09000015",2020-07-06,2,1271
"Havering","E09000016",2020-07-06,1,942
"Hillingdon","E09000017",2020-07-06,4,1105
"Hounslow","E09000018",2020-07-06,1,1062
"Islington","E09000019",2020-07-06,1,555
"Kensington and Chelsea","E09000020",2020-07-06,1,562
"Kingston upon Thames","E09000021",2020-07-06,1,738
"Lambeth","E09000022",2020-07-06,6,1359
"Lewisham","E09000023",2020-07-06,0,1191
"Merton","E09000024",2020-07-06,1,938
"Newham","E09000025",2020-07-06,1,1264
"Redbridge","E09000026",2020-07-06,1,1110
"Richmond upon Thames","E09000027",2020-07-06,0,538
"Southwark","E09000028",2020-07-06,3,1443
"Sutton","E09000029",2020-07-06,1,999
"Tower Hamlets","E09000030",2020-07-06,3,805
"Waltham Forest","E09000031",2020-07-06,1,1015
"Wandsworth","E09000032",2020-07-06,3,1156
"Westminster","E09000033",2020-07-06,0,781
"Barking and Dagenham","E09000002",2020-07-07,1,705
"Barnet","E09000003",2020-07-07,2,1597
"Bexley","E09000004",2020-07-07,1,1052
"Brent","E09000005",2020-07-07,4,1739
"Bromley","E09000006",2020-07-07,2,1517
"Camden","E09000007",2020-07-07,1,699
"Croydon","E09000008",2020-07-07,0,1855
"Ealing","E09000009",2020-07-07,1,1564
"Enfield","E09000010",2020-07-07,1,1189
"Greenwich","E09000011",2020-07-07,2,953
"Hackney and City of London","E09000012",2020-07-07,1,816
"Hammersmith and Fulham","E09000013",2020-07-07,0,757
"Haringey","E09000014",2020-07-07,3,755
"Harrow","E09000015",2020-07-07,2,1273
"Havering","E09000016",2020-07-07,3,945
"Hillingdon","E09000017",2020-07-07,5,1110
"Hounslow","E09000018",2020-07-07,1,1063
"Islington","E09000019",2020-07-07,1,556
"Kensington and Chelsea","E09000020",2020-07-07,1,563
"Kingston upon Thames","E09000021",2020-07-07,0,738
"Lambeth","E09000022",2020-07-07,2,1361
"Lewisham","E09000023",2020-07-07,3,1194
"Merton","E09000024",2020-07-07,0,938
"Newham","E09000025",2020-07-07,1,1265
"Redbridge","E09000026",2020-07-07,3,1113
"Richmond upon Thames","E09000027",2020-07-07,1,539
"Southwark","E09000028",2020-07-07,3,1446
"Sutton","E09000029",2020-07-07,0,999
"Tower Hamlets","E09000030",2020-07-07,10,815
"Waltham Forest","E09000031",2020-07-07,1,1016
"Wandsworth","E09000032",2020-07-07,2,1158
"Westminster","E09000033",2020-07-07,2,783
"Barking and Dagenham","E09000002",2020-07-08,3,708
"Barnet","E09000003",2020-07-08,1,1598
"Bexley","E09000004",2020-07-08,6,1058
"Brent","E09000005",2020-07-08,2,1741
"Bromley","E09000006",2020-07-08,1,1518
"Camden","E09000007",2020-07-08,1,700
"Croydon","E09000008",2020-07-08,1,1856
"Ealing","E09000009",2020-07-08,1,1565
"Enfield","E09000010",2020-07-08,1,1190
"Greenwich","E09000011",2020-07-08,1,954
"Hackney and City of London","E09000012",2020-07-08,4,820
"Hammersmith and Fulham","E09000013",2020-07-08,1,758
"Haringey","E09000014",2020-07-08,1,756
"Harrow","E09000015",2020-07-08,3,1276
"Havering","E09000016",2020-07-08,3,948
"Hillingdon","E09000017",2020-07-08,0,1110
"Hounslow","E09000018",2020-07-08,3,1066
"Islington","E09000019",2020-07-08,0,556
"Kensington and Chelsea","E09000020",2020-07-08,1,564
"Kingston upon Thames","E09000021",2020-07-08,0,738
"Lambeth","E09000022",2020-07-08,2,1363
"Lewisham","E09000023",2020-07-08,4,1198
"Merton","E09000024",2020-07-08,0,938
"Newham","E09000025",2020-07-08,3,1268
"Redbridge","E09000026",2020-07-08,1,1114
"Richmond upon Thames","E09000027",2020-07-08,0,539
"Southwark","E09000028",2020-07-08,1,1447
"Sutton","E09000029",2020-07-08,4,1003
"Tower Hamlets","E09000030",2020-07-08,2,817
"Waltham Forest","E09000031",2020-07-08,3,1019
"Wandsworth","E09000032",2020-07-08,1,1159
"Westminster","E09000033",2020-07-08,2,785
"Barking and Dagenham","E09000002",2020-07-09,0,708
"Barnet","E09000003",2020-07-09,3,1601
"Bexley","E09000004",2020-07-09,3,1061
"Brent","E09000005",2020-07-09,1,1742
"Bromley","E09000006",2020-07-09,2,1520
"Camden","E09000007",2020-07-09,0,700
"Croydon","E09000008",2020-07-09,2,1858
"Ealing","E09000009",2020-07-09,2,1567
"Enfield","E09000010",2020-07-09,0,1190
"Greenwich","E09000011",2020-07-09,0,954
"Hackney and City of London","E09000012",2020-07-09,1,821
"Hammersmith and Fulham","E09000013",2020-07-09,2,760
"Haringey","E09000014",2020-07-09,1,757
"Harrow","E09000015",2020-07-09,2,1278
"Havering","E09000016",2020-07-09,1,949
"Hillingdon","E09000017",2020-07-09,3,1113
"Hounslow","E09000018",2020-07-09,1,1067
"Islington","E09000019",2020-07-09,2,558
"Kensington and Chelsea","E09000020",2020-07-09,0,564
"Kingston upon Thames","E09000021",2020-07-09,0,738
"Lambeth","E09000022",2020-07-09,1,1364
"Lewisham","E09000023",2020-07-09,3,1201
"Merton","E09000024",2020-07-09,0,938
"Newham","E09000025",2020-07-09,3,1271
"Redbridge","E09000026",2020-07-09,4,1118
"Richmond upon Thames","E09000027",2020-07-09,0,539
"Southwark","E09000028",2020-07-09,1,1448
"Sutton","E09000029",2020-07-09,3,1006
"Tower Hamlets","E09000030",2020-07-09,6,823
"Waltham Forest","E09000031",2020-07-09,2,1021
"Wandsworth","E09000032",2020-07-09,1,1160
"Westminster","E09000033",2020-07-09,4,789
"Barking and Dagenham","E09000002",2020-07-10,1,709
"Barnet","E09000003",2020-07-10,1,1602
"Bexley","E09000004",2020-07-10,1,1062
"Brent","E09000005",2020-07-10,0,1742
"Bromley","E09000006",2020-07-10,1,1521
"Camden","E09000007",2020-07-10,0,700
"Croydon","E09000008",2020-07-10,1,1859
"Ealing","E09000009",2020-07-10,2,1569
"Enfield","E09000010",2020-07-10,0,1190
"Greenwich","E09000011",2020-07-10,1,955
"Hackney and City of London","E09000012",2020-07-10,4,825
"Hammersmith and Fulham","E09000013",2020-07-10,0,760
"Haringey","E09000014",2020-07-10,3,760
"Harrow","E09000015",2020-07-10,2,1280
"Havering","E09000016",2020-07-10,2,951
"Hillingdon","E09000017",2020-07-10,0,1113
"Hounslow","E09000018",2020-07-10,3,1070
"Islington","E09000019",2020-07-10,0,558
"Kensington and Chelsea","E09000020",2020-07-10,1,565
"Kingston upon Thames","E09000021",2020-07-10,2,740
"Lambeth","E09000022",2020-07-10,1,1365
"Lewisham","E09000023",2020-07-10,0,1201
"Merton","E09000024",2020-07-10,1,939
"Newham","E09000025",2020-07-10,2,1273
"Redbridge","E09000026",2020-07-10,2,1120
"Richmond upon Thames","E09000027",2020-07-10,0,539
"Southwark","E09000028",2020-07-10,2,1450
"Sutton","E09000029",2020-07-10,0,1006
"Tower Hamlets","E09000030",2020-07-10,1,824
"Waltham Forest","E09000031",2020-07-10,0,1021
"Wandsworth","E09000032",2020-07-10,4,1164
"Westminster","E09000033",2020-07-10,2,791
"Barking and Dagenham","E09000002",2020-07-11,0,709
"Barnet","E09000003",2020-07-11,2,1604
"Bexley","E09000004",2020-07-11,1,1063
"Brent","E09000005",2020-07-11,0,1742
"Bromley","E09000006",2020-07-11,0,1521
"Camden","E09000007",2020-07-11,0,700
"Croydon","E09000008",2020-07-11,1,1860
"Ealing","E09000009",2020-07-11,1,1570
"Enfield","E09000010",2020-07-11,0,1190
"Greenwich","E09000011",2020-07-11,1,956
"Hackney and City of London","E09000012",2020-07-11,2,827
"Hammersmith and Fulham","E09000013",2020-07-11,0,760
"Haringey","E09000014",2020-07-11,0,760
"Harrow","E09000015",2020-07-11,1,1281
"Havering","E09000016",2020-07-11,0,951
"Hillingdon","E09000017",2020-07-11,1,1114
"Hounslow","E09000018",2020-07-11,1,1071
"Islington","E09000019",2020-07-11,0,558
"Kensington and Chelsea","E09000020",2020-07-11,0,565
